Experiment	CLAM-python-txt
Date	28/01/16 11:55
User	Danilo A. Zanin
Clam Mode	CAE
Pass Energy (eV)	100.0
Focus Mode	3
Focus Value	0.6
Integration Time (ms)	1000.0
Loops	2
Channeltron Rear (V)	3600.0
Channeltron Front (V)	200.0
Comment	Header modified manually to use functions of nanonis

[DATA]
Energy [eV]	Counts	L1 [V]	L2 [V]	Ch_rear [V]	Ch_front [V]	H+ [V]	H- [V]	Retarder [V]
49.0	18	129.262	129.262	3751.0	151.0	69.8679245283	32.1320754717	51.0
48.75	18	128.6025	128.6025	3751.25	151.25	70.1179245283	32.3820754717	51.25
48.5	25	127.943	127.943	3751.5	151.5	70.3679245283	32.6320754717	51.5
48.25	24	127.2835	127.2835	3751.75	151.75	70.6179245283	32.8820754717	51.75
48.0	11	126.624	126.624	3752.0	152.0	70.8679245283	33.1320754717	52.0
47.75	16	125.9645	125.9645	3752.25	152.25	71.1179245283	33.3820754717	52.25
47.5	23	125.305	125.305	3752.5	152.5	71.3679245283	33.6320754717	52.5
47.25	17	124.6455	124.6455	3752.75	152.75	71.6179245283	33.8820754717	52.75
47.0	13	123.986	123.986	3753.0	153.0	71.8679245283	34.1320754717	53.0
46.75	8	123.3265	123.3265	3753.25	153.25	72.1179245283	34.3820754717	53.25
46.5	13	122.667	122.667	3753.5	153.5	72.3679245283	34.6320754717	53.5
46.25	13	122.0075	122.0075	3753.75	153.75	72.6179245283	34.8820754717	53.75
46.0	17	121.348	121.348	3754.0	154.0	72.8679245283	35.1320754717	54.0
45.75	9	120.6885	120.6885	3754.25	154.25	73.1179245283	35.3820754717	54.25
45.5	17	120.029	120.029	3754.5	154.5	73.3679245283	35.6320754717	54.5
45.25	10	119.3695	119.3695	3754.75	154.75	73.6179245283	35.8820754717	54.75
45.0	11	118.71	118.71	3755.0	155.0	73.8679245283	36.1320754717	55.0
44.75	17	118.0505	118.0505	3755.25	155.25	74.1179245283	36.3820754717	55.25
44.5	14	117.391	117.391	3755.5	155.5	74.3679245283	36.6320754717	55.5
44.25	10	116.7315	116.7315	3755.75	155.75	74.6179245283	36.8820754717	55.75
44.0	17	116.072	116.072	3756.0	156.0	74.8679245283	37.1320754717	56.0
43.75	13	115.4125	115.4125	3756.25	156.25	75.1179245283	37.3820754717	56.25
43.5	15	114.753	114.753	3756.5	156.5	75.3679245283	37.6320754717	56.5
43.25	14	114.0935	114.0935	3756.75	156.75	75.6179245283	37.8820754717	56.75
43.0	12	113.434	113.434	3757.0	157.0	75.8679245283	38.1320754717	57.0
42.75	23	112.7745	112.7745	3757.25	157.25	76.1179245283	38.3820754717	57.25
42.5	14	112.115	112.115	3757.5	157.5	76.3679245283	38.6320754717	57.5
42.25	19	111.4555	111.4555	3757.75	157.75	76.6179245283	38.8820754717	57.75
42.0	11	110.796	110.796	3758.0	158.0	76.8679245283	39.1320754717	58.0
41.75	13	110.1365	110.1365	3758.25	158.25	77.1179245283	39.3820754717	58.25
41.5	18	109.477	109.477	3758.5	158.5	77.3679245283	39.6320754717	58.5
41.25	18	108.8175	108.8175	3758.75	158.75	77.6179245283	39.8820754717	58.75
41.0	18	108.158	108.158	3759.0	159.0	77.8679245283	40.1320754717	59.0
40.75	18	107.4985	107.4985	3759.25	159.25	78.1179245283	40.3820754717	59.25
40.5	15	106.839	106.839	3759.5	159.5	78.3679245283	40.6320754717	59.5
40.25	22	106.1795	106.1795	3759.75	159.75	78.6179245283	40.8820754717	59.75
40.0	20	105.52	105.52	3760.0	160.0	78.8679245283	41.1320754717	60.0
39.75	22	104.8605	104.8605	3760.25	160.25	79.1179245283	41.3820754717	60.25
39.5	17	104.201	104.201	3760.5	160.5	79.3679245283	41.6320754717	60.5
39.25	11	103.5415	103.5415	3760.75	160.75	79.6179245283	41.8820754717	60.75
39.0	20	102.882	102.882	3761.0	161.0	79.8679245283	42.1320754717	61.0
38.75	14	102.2225	102.2225	3761.25	161.25	80.1179245283	42.3820754717	61.25
38.5	17	101.563	101.563	3761.5	161.5	80.3679245283	42.6320754717	61.5
38.25	12	100.9035	100.9035	3761.75	161.75	80.6179245283	42.8820754717	61.75
38.0	20	100.244	100.244	3762.0	162.0	80.8679245283	43.1320754717	62.0
37.75	14	99.5845	99.5845	3762.25	162.25	81.1179245283	43.3820754717	62.25
37.5	12	98.925	98.925	3762.5	162.5	81.3679245283	43.6320754717	62.5
37.25	15	98.2655	98.2655	3762.75	162.75	81.6179245283	43.8820754717	62.75
37.0	22	97.606	97.606	3763.0	163.0	81.8679245283	44.1320754717	63.0
36.75	13	96.9465	96.9465	3763.25	163.25	82.1179245283	44.3820754717	63.25
36.5	12	96.287	96.287	3763.5	163.5	82.3679245283	44.6320754717	63.5
36.25	20	95.6275	95.6275	3763.75	163.75	82.6179245283	44.8820754717	63.75
36.0	11	94.968	94.968	3764.0	164.0	82.8679245283	45.1320754717	64.0
35.75	18	94.3085	94.3085	3764.25	164.25	83.1179245283	45.3820754717	64.25
35.5	24	93.649	93.649	3764.5	164.5	83.3679245283	45.6320754717	64.5
35.25	18	92.9895	92.9895	3764.75	164.75	83.6179245283	45.8820754717	64.75
35.0	22	92.33	92.33	3765.0	165.0	83.8679245283	46.1320754717	65.0
34.75	15	91.6705	91.6705	3765.25	165.25	84.1179245283	46.3820754717	65.25
34.5	17	91.011	91.011	3765.5	165.5	84.3679245283	46.6320754717	65.5
34.25	20	90.3515	90.3515	3765.75	165.75	84.6179245283	46.8820754717	65.75
34.0	21	89.692	89.692	3766.0	166.0	84.8679245283	47.1320754717	66.0
33.75	18	89.0325	89.0325	3766.25	166.25	85.1179245283	47.3820754717	66.25
33.5	16	88.373	88.373	3766.5	166.5	85.3679245283	47.6320754717	66.5
33.25	17	87.7135	87.7135	3766.75	166.75	85.6179245283	47.8820754717	66.75
33.0	14	87.054	87.054	3767.0	167.0	85.8679245283	48.1320754717	67.0
32.75	19	86.3945	86.3945	3767.25	167.25	86.1179245283	48.3820754717	67.25
32.5	15	85.735	85.735	3767.5	167.5	86.3679245283	48.6320754717	67.5
32.25	24	85.0755	85.0755	3767.75	167.75	86.6179245283	48.8820754717	67.75
32.0	20	84.416	84.416	3768.0	168.0	86.8679245283	49.1320754717	68.0
31.75	20	83.7565	83.7565	3768.25	168.25	87.1179245283	49.3820754717	68.25
31.5	19	83.097	83.097	3768.5	168.5	87.3679245283	49.6320754717	68.5
31.25	23	82.4375	82.4375	3768.75	168.75	87.6179245283	49.8820754717	68.75
31.0	24	81.778	81.778	3769.0	169.0	87.8679245283	50.1320754717	69.0
30.75	16	81.1185	81.1185	3769.25	169.25	88.1179245283	50.3820754717	69.25
30.5	47	80.459	80.459	3769.5	169.5	88.3679245283	50.6320754717	69.5
30.25	26	79.7995	79.7995	3769.75	169.75	88.6179245283	50.8820754717	69.75
30.0	33	79.14	79.14	3770.0	170.0	88.8679245283	51.1320754717	70.0
29.75	26	78.4805	78.4805	3770.25	170.25	89.1179245283	51.3820754717	70.25
29.5	20	77.821	77.821	3770.5	170.5	89.3679245283	51.6320754717	70.5
29.25	29	77.1615	77.1615	3770.75	170.75	89.6179245283	51.8820754717	70.75
29.0	31	76.502	76.502	3771.0	171.0	89.8679245283	52.1320754717	71.0
28.75	29	75.8425	75.8425	3771.25	171.25	90.1179245283	52.3820754717	71.25
28.5	25	75.183	75.183	3771.5	171.5	90.3679245283	52.6320754717	71.5
28.25	37	74.5235	74.5235	3771.75	171.75	90.6179245283	52.8820754717	71.75
28.0	34	73.864	73.864	3772.0	172.0	90.8679245283	53.1320754717	72.0
27.75	30	73.2045	73.2045	3772.25	172.25	91.1179245283	53.3820754717	72.25
27.5	26	72.545	72.545	3772.5	172.5	91.3679245283	53.6320754717	72.5
27.25	27	71.8855	71.8855	3772.75	172.75	91.6179245283	53.8820754717	72.75
27.0	37	71.226	71.226	3773.0	173.0	91.8679245283	54.1320754717	73.0
26.75	31	70.5665	70.5665	3773.25	173.25	92.1179245283	54.3820754717	73.25
26.5	44	69.907	69.907	3773.5	173.5	92.3679245283	54.6320754717	73.5
26.25	46	69.2475	69.2475	3773.75	173.75	92.6179245283	54.8820754717	73.75
26.0	43	68.588	68.588	3774.0	174.0	92.8679245283	55.1320754717	74.0
25.75	45	67.9285	67.9285	3774.25	174.25	93.1179245283	55.3820754717	74.25
25.5	43	67.269	67.269	3774.5	174.5	93.3679245283	55.6320754717	74.5
25.25	60	66.6095	66.6095	3774.75	174.75	93.6179245283	55.8820754717	74.75
25.0	59	65.95	65.95	3775.0	175.0	93.8679245283	56.1320754717	75.0
24.75	67	65.2905	65.2905	3775.25	175.25	94.1179245283	56.3820754717	75.25
24.5	62	64.631	64.631	3775.5	175.5	94.3679245283	56.6320754717	75.5
24.25	56	63.9715	63.9715	3775.75	175.75	94.6179245283	56.8820754717	75.75
24.0	59	63.312	63.312	3776.0	176.0	94.8679245283	57.1320754717	76.0
23.75	55	62.6525	62.6525	3776.25	176.25	95.1179245283	57.3820754717	76.25
23.5	66	61.993	61.993	3776.5	176.5	95.3679245283	57.6320754717	76.5
23.25	65	61.3335	61.3335	3776.75	176.75	95.6179245283	57.8820754717	76.75
23.0	41	60.674	60.674	3777.0	177.0	95.8679245283	58.1320754717	77.0
22.75	57	60.0145	60.0145	3777.25	177.25	96.1179245283	58.3820754717	77.25
22.5	42	59.355	59.355	3777.5	177.5	96.3679245283	58.6320754717	77.5
22.25	62	58.6955	58.6955	3777.75	177.75	96.6179245283	58.8820754717	77.75
22.0	67	58.036	58.036	3778.0	178.0	96.8679245283	59.1320754717	78.0
21.75	58	57.3765	57.3765	3778.25	178.25	97.1179245283	59.3820754717	78.25
21.5	47	56.717	56.717	3778.5	178.5	97.3679245283	59.6320754717	78.5
21.25	54	56.0575	56.0575	3778.75	178.75	97.6179245283	59.8820754717	78.75
21.0	57	55.398	55.398	3779.0	179.0	97.8679245283	60.1320754717	79.0
20.75	51	54.7385	54.7385	3779.25	179.25	98.1179245283	60.3820754717	79.25
20.5	42	54.079	54.079	3779.5	179.5	98.3679245283	60.6320754717	79.5
20.25	23	53.4195	53.4195	3779.75	179.75	98.6179245283	60.8820754717	79.75
20.0	27	52.76	52.76	3780.0	180.0	98.8679245283	61.1320754717	80.0
19.75	32	52.1005	52.1005	3780.25	180.25	99.1179245283	61.3820754717	80.25
19.5	31	51.441	51.441	3780.5	180.5	99.3679245283	61.6320754717	80.5
19.25	18	50.7815	50.7815	3780.75	180.75	99.6179245283	61.8820754717	80.75
19.0	19	50.122	50.122	3781.0	181.0	99.8679245283	62.1320754717	81.0
18.75	14	49.4625	49.4625	3781.25	181.25	100.117924528	62.3820754717	81.25
18.5	18	48.803	48.803	3781.5	181.5	100.367924528	62.6320754717	81.5
18.25	12	48.1435	48.1435	3781.75	181.75	100.617924528	62.8820754717	81.75
18.0	7	47.484	47.484	3782.0	182.0	100.867924528	63.1320754717	82.0
17.75	5	46.8245	46.8245	3782.25	182.25	101.117924528	63.3820754717	82.25
17.5	5	46.165	46.165	3782.5	182.5	101.367924528	63.6320754717	82.5
17.25	2	45.5055	45.5055	3782.75	182.75	101.617924528	63.8820754717	82.75
17.0	2	44.846	44.846	3783.0	183.0	101.867924528	64.1320754717	83.0
